TxPackets;TxTime;TxId;xPos;yPos
215802;12259;8;86;96
215821;12260;10;42;16
215840;12261;17;17;41
215859;12262;13;87;90
215878;12263;3;17;55
215897;12263;6;78;15
215916;12264;14;8;71
215935;12265;4;59;25
215954;12265;16;32;89
215973;12266;11;99;17
215992;12267;0;65;54
216011;12267;18;63;53
216030;12269;9;4;40
216049;12271;7;42;76
216068;12272;12;40;47
216087;12273;-1;66;72
216106;12275;2;5;26
216125;12276;1;71;52
216144;12277;15;3;8
216163;12279;5;31;25
216182;12279;8;86;96
216201;12280;10;42;16
216220;12281;17;17;41
216239;12282;13;87;90
216258;12283;3;17;55
216277;12283;6;78;15
216296;12284;14;8;71
216315;12285;4;59;25
216334;12285;16;32;89
216353;12286;11;99;17
216372;12287;0;65;54
216391;12287;18;63;53
216410;12289;9;4;40
216429;12291;7;42;76
216448;12292;12;40;47
216467;12292;13;87;90
216486;12293;-1;66;72
216505;12295;2;5;26
216524;12296;1;71;52
216543;12297;15;3;8
216562;12299;5;31;25
216581;12299;8;86;96
216600;12300;10;42;16
216619;12301;17;17;41
216638;12303;3;17;55
216657;12303;6;78;15
216676;12304;14;8;71
216695;12305;4;59;25
216714;12305;16;32;89
216733;12306;11;99;17
216752;12307;0;65;54
216771;12307;18;63;53
216790;12309;9;4;40
216809;12311;7;42;76
216828;12312;12;40;47
216847;12312;13;87;90
216866;12313;-1;66;72
216885;12315;2;5;26
216904;12316;1;71;52
216923;12317;15;3;8
216942;12319;5;31;25
216961;12319;8;86;96
216980;12320;10;42;16
216999;12321;17;17;41
217018;12323;3;17;55
217037;12323;6;78;15
217056;12324;14;8;71
217075;12325;4;59;25
217094;12325;16;32;89
217113;12326;11;99;17
217132;12327;0;65;54
217151;12327;18;63;53
217170;12329;9;4;40
217189;12331;7;42;76
217208;12332;12;40;47
217227;12332;13;87;90
217246;12333;-1;66;72
217265;12335;2;5;26
217284;12336;1;71;52
217303;12337;15;3;8
217322;12339;5;31;25
217341;12339;8;86;96
217360;12340;10;42;16
217379;12341;17;17;41
217398;12343;3;17;55
217417;12343;6;78;15
217436;12344;14;8;71
217455;12345;4;59;25
217474;12345;16;32;89
217493;12346;11;99;17
217512;12347;0;65;54
217531;12347;18;63;53
217550;12349;9;4;40
217569;12351;7;42;76
217588;12352;12;40;47
217607;12352;13;87;90
217626;12353;-1;66;72
217645;12355;2;5;26
217664;12356;1;71;52
217683;12357;15;3;8
217702;12359;5;31;25
217721;12359;8;86;96
217740;12360;10;42;16
217759;12361;17;17;41
217778;12363;3;17;55
217797;12363;6;78;15
217816;12364;14;8;71
217835;12365;4;59;25
217854;12365;16;32;89
217873;12366;11;99;17
217892;12367;0;65;54
217911;12367;18;63;53
217930;12369;9;4;40
217949;12371;7;42;76
217968;12372;12;40;47
217987;12372;13;87;90
218006;12373;-1;66;72
218025;12375;2;5;26
218044;12376;1;71;52
218063;12377;15;3;8
218082;12379;5;31;25
218101;12379;8;86;96
218120;12380;10;42;16
218139;12381;17;17;41
218158;12383;3;17;55
218177;12383;6;78;15
218196;12384;14;8;71
218215;12385;4;59;25
218234;12385;16;32;89
218253;12386;11;99;17
218272;12387;0;65;54
218291;12387;18;63;53
218310;12389;9;4;40
218329;12391;7;42;76
218348;12392;12;40;47
218367;12392;13;87;90
218386;12393;-1;66;72
218405;12395;2;5;26
218424;12396;1;71;52
218443;12397;15;3;8
218462;12399;5;31;25
218481;12399;8;86;96
218500;12400;10;42;16
218519;12401;17;17;41
218538;12403;3;17;55
218557;12403;6;78;15
218576;12404;14;8;71
218595;12405;4;59;25
218614;12405;16;32;89
218633;12406;11;99;17
218652;12407;0;65;54
218671;12407;18;63;53
218690;12409;9;4;40
218709;12411;7;42;76
218728;12412;12;40;47
218747;12412;13;87;90
218766;12413;-1;66;72
218785;12415;2;5;26
218804;12416;1;71;52
218823;12417;15;3;8
218842;12419;5;31;25
218861;12419;8;86;96
218880;12420;10;42;16
218899;12421;17;17;41
218918;12423;3;17;55
218937;12423;6;78;15
218956;12424;14;8;71
218975;12425;4;59;25
218994;12425;16;32;89
219013;12426;11;99;17
219032;12427;0;65;54
219051;12427;18;63;53
219070;12429;9;4;40
219089;12431;7;42;76
219108;12432;12;40;47
219127;12432;13;87;90
219146;12433;-1;66;72
219165;12435;2;5;26
219184;12436;1;71;52
219203;12437;15;3;8
219222;12439;5;31;25
219241;12439;8;86;96
219260;12440;10;42;16
219279;12441;17;17;41
219298;12443;3;17;55
219317;12443;6;78;15
219336;12444;14;8;71
219355;12445;4;59;25
219374;12445;16;32;89
219393;12446;11;99;17
219412;12447;0;65;54
219431;12447;18;63;53
219450;12449;9;4;40
219469;12451;7;42;76
219488;12452;12;40;47
219507;12452;13;87;90
219526;12453;-1;66;72
219545;12455;2;5;26
219564;12456;1;71;52
219583;12457;15;3;8
219602;12459;5;31;25
219621;12459;8;86;96
219640;12460;10;42;16
219659;12461;17;17;41
219678;12463;3;17;55
219697;12463;6;78;15
219716;12464;14;8;71
219735;12465;4;59;25
219754;12465;16;32;89
219773;12466;11;99;17
219792;12467;0;65;54
219811;12467;18;63;53
219830;12469;9;4;40
219849;12471;7;42;76
219868;12472;12;40;47
219887;12472;13;87;90
219906;12473;-1;66;72
219925;12475;2;5;26
219944;12476;1;71;52
219963;12477;15;3;8
219982;12479;5;31;25
220001;12479;8;86;96
220020;12480;10;42;16
220039;12481;17;17;41
220058;12483;3;17;55
220077;12483;6;78;15
220096;12484;14;8;71
220115;12485;4;59;25
220134;12485;16;32;89
220153;12486;11;99;17
220172;12487;0;65;54
220191;12487;18;63;53
220210;12489;9;4;40
220229;12491;7;42;76
220248;12492;12;40;47
220267;12492;13;87;90
220286;12493;-1;66;72
220305;12495;2;5;26
220324;12496;1;71;52
220343;12497;15;3;8
220362;12499;5;31;25
220381;12499;8;86;96
220400;12500;10;42;16
220419;12501;17;17;41
220438;12503;3;17;55
220457;12503;6;78;15
220476;12504;14;8;71
220495;12505;4;59;25
220514;12505;16;32;89
220533;12506;11;99;17
220552;12507;0;65;54
220571;12507;18;63;53
220590;12509;9;4;40
220609;12511;7;42;76
220628;12512;12;40;47
220647;12512;13;87;90
220666;12513;-1;66;72
220685;12515;2;5;26
220704;12516;1;71;52
220723;12517;15;3;8
220742;12519;5;31;25
220761;12519;8;86;96
220780;12520;10;42;16
220799;12521;17;17;41
220818;12523;3;17;55
220837;12523;6;78;15
220856;12524;14;8;71
220875;12525;4;59;25
220894;12525;16;32;89
220913;12526;11;99;17
220932;12527;0;65;54
220951;12527;18;63;53
220970;12529;9;4;40
220989;12531;7;42;76
221008;12532;12;40;47
221027;12532;13;87;90
221046;12533;-1;66;72
221065;12535;2;5;26
221084;12535;15;3;8
221103;12536;1;71;52
221122;12539;5;31;25
221141;12539;8;86;96
221160;12540;10;42;16
221179;12541;17;17;41
221198;12543;3;17;55
221217;12543;6;78;15
221236;12544;14;8;71
221255;12545;4;59;25
221274;12545;16;32;89
221293;12546;11;99;17
221312;12547;0;65;54
221331;12547;18;63;53
221350;12549;9;4;40
221369;12551;7;42;76
221388;12552;12;40;47
221407;12552;13;87;90
221426;12553;-1;66;72
221445;12555;2;5;26
221464;12555;15;3;8
221483;12556;1;71;52
221502;12559;5;31;25
221521;12559;8;86;96
221540;12560;10;42;16
221559;12561;17;17;41
221578;12563;3;17;55
221597;12563;6;78;15
221616;12564;14;8;71
221635;12565;4;59;25
221654;12565;16;32;89
221673;12566;11;99;17
221692;12567;0;65;54
221711;12567;18;63;53
221730;12569;9;4;40
221749;12571;7;42;76
221768;12572;12;40;47
221787;12572;13;87;90
221806;12573;-1;66;72
221825;12575;2;5;26
221844;12575;15;3;8
221863;12576;1;71;52
221882;12579;5;31;25
221901;12579;8;86;96
221920;12580;10;42;16
221939;12581;17;17;41
221958;12583;3;17;55
221977;12583;6;78;15
221996;12584;14;8;71
222015;12585;4;59;25
222034;12585;16;32;89
222053;12586;11;99;17
222072;12587;0;65;54
222091;12587;18;63;53
222110;12589;9;4;40
222129;12591;7;42;76
222148;12592;12;40;47
222167;12592;13;87;90
222186;12593;-1;66;72
222205;12595;2;5;26
222224;12595;15;3;8
222243;12596;1;71;52
222262;12599;5;31;25
222281;12599;8;86;96
222300;12600;10;42;16
222319;12601;17;17;41
222338;12603;3;17;55
222357;12603;6;78;15
222376;12604;14;8;71
222395;12605;4;59;25
222414;12605;16;32;89
222433;12606;11;99;17
222452;12607;0;65;54
222471;12607;18;63;53
222490;12609;9;4;40
222509;12611;7;42;76
222528;12612;12;40;47
222547;12612;13;87;90
222566;12613;-1;66;72
222585;12615;2;5;26
222604;12615;15;3;8
222623;12616;1;71;52
222642;12619;5;31;25
222661;12619;8;86;96
222680;12620;10;42;16
222699;12621;17;17;41
222718;12623;3;17;55
222737;12623;6;78;15
222756;12624;14;8;71
222775;12625;4;59;25
222794;12625;16;32;89
222813;12626;11;99;17
222832;12627;0;65;54
222851;12627;18;63;53
222870;12629;9;4;40
222889;12631;7;42;76
222908;12632;12;40;47
222927;12632;13;87;90
222946;12633;-1;66;72
222965;12635;2;5;26
222984;12635;15;3;8
223003;12636;1;71;52
223022;12639;5;31;25
223041;12639;8;86;96
223060;12640;10;42;16
223079;12641;17;17;41
223098;12643;3;17;55
223117;12643;6;78;15
223136;12644;14;8;71
223155;12645;4;59;25
223174;12645;16;32;89
223193;12646;11;99;17
223212;12647;0;65;54
223231;12647;18;63;53
223250;12649;9;4;40
223269;12651;7;42;76
223288;12652;12;40;47
223307;12652;13;87;90
223326;12653;-1;66;72
223345;12655;2;5;26
223364;12655;15;3;8
223383;12656;1;71;52
223402;12659;5;31;25
223421;12659;8;86;96
223440;12660;0;65;54
223459;12660;10;42;16
223478;12661;17;17;41
223497;12663;3;17;55
223516;12663;6;78;15
223535;12664;14;8;71
223554;12665;4;59;25
223573;12665;16;32;89
223592;12666;11;99;17
223611;12667;18;63;53
223630;12669;9;4;40
223649;12671;7;42;76
223668;12672;12;40;47
223687;12672;13;87;90
223706;12673;-1;66;72
223725;12675;2;5;26
223744;12675;15;3;8
223763;12676;1;71;52
223782;12679;5;31;25
223801;12679;8;86;96
223820;12680;0;65;54
223839;12680;10;42;16
223858;12681;17;17;41
223877;12683;3;17;55
223896;12683;6;78;15
223915;12684;14;8;71
223934;12685;4;59;25
223953;12685;16;32;89
223972;12686;11;99;17
223991;12687;18;63;53
224010;12689;9;4;40
224029;12691;7;42;76
224048;12692;12;40;47
224067;12692;13;87;90
224086;12693;-1;66;72
224105;12695;2;5;26
224124;12695;15;3;8
224143;12696;1;71;52
224162;12699;5;31;25
224181;12699;8;86;96
224200;12700;0;65;54
224219;12700;10;42;16
224238;12701;17;17;41
224257;12703;3;17;55
224276;12703;6;78;15
224295;12704;14;8;71
224314;12705;4;59;25
224333;12705;16;32;89
224352;12706;11;99;17
224371;12707;18;63;53
224390;12709;9;4;40
224409;12711;7;42;76
224428;12712;12;40;47
224447;12712;13;87;90
224466;12713;-1;66;72
224485;12715;2;5;26
224504;12715;15;3;8
224523;12716;1;71;52
224542;12719;5;31;25
224561;12719;8;86;96
224580;12720;0;65;54
224599;12720;10;42;16
224618;12721;17;17;41
224637;12723;3;17;55
224656;12723;6;78;15
224675;12724;14;8;71
224694;12725;4;59;25
224713;12725;16;32;89
224732;12726;11;99;17
224751;12727;18;63;53
224770;12729;9;4;40
224789;12731;7;42;76
224808;12732;12;40;47
224827;12732;13;87;90
224846;12733;-1;66;72
224865;12735;2;5;26
224884;12735;15;3;8
224903;12736;1;71;52
224922;12739;5;31;25
224941;12739;8;86;96
224960;12740;0;65;54
224979;12740;10;42;16
224998;12741;17;17;41
225017;12743;3;17;55
225036;12743;6;78;15
225055;12744;14;8;71
225074;12745;4;59;25
225093;12745;16;32;89
225112;12746;11;99;17
225131;12747;18;63;53
225150;12749;9;4;40
225169;12751;7;42;76
225188;12752;12;40;47
225207;12752;13;87;90
225226;12753;-1;66;72
225245;12753;17;17;41
225264;12755;2;5;26
225283;12755;15;3;8
225302;12756;1;71;52
225321;12759;5;31;25
225340;12759;8;86;96
225359;12760;0;65;54
225378;12760;10;42;16
225397;12763;3;17;55
225416;12763;6;78;15
225435;12764;14;8;71
225454;12765;4;59;25
225473;12765;16;32;89
225492;12766;11;99;17
225511;12767;18;63;53
225530;12769;9;4;40
225549;12771;7;42;76
225568;12772;12;40;47
225587;12772;13;87;90
225606;12773;-1;66;72
225625;12773;17;17;41
225644;12775;2;5;26
225663;12775;15;3;8
225682;12776;1;71;52
225701;12779;5;31;25
225720;12779;8;86;96
225739;12780;0;65;54
225758;12780;10;42;16
225777;12783;3;17;55
225796;12783;6;78;15
225815;12784;14;8;71
225834;12785;4;59;25
225853;12785;16;32;89
225872;12786;11;99;17
225891;12787;18;63;53
225910;12789;9;4;40
225929;12791;7;42;76
225948;12792;12;40;47
225967;12792;13;87;90
225986;12793;-1;66;72
226005;12793;17;17;41
226024;12795;2;5;26
226043;12795;15;3;8
226062;12796;1;71;52
226081;12797;8;86;96
226100;12799;5;31;25
226119;12800;0;65;54
226138;12800;10;42;16
226157;12803;3;17;55
226176;12803;6;78;15
226195;12804;14;8;71
226214;12805;4;59;25
226233;12805;16;32;89
226252;12806;11;99;17
226271;12807;18;63;53
226290;12809;9;4;40
226309;12811;7;42;76
226328;12812;12;40;47
226347;12812;13;87;90
226366;12813;-1;66;72
226385;12813;17;17;41
226404;12815;2;5;26
226423;12815;15;3;8
226442;12816;1;71;52
226461;12817;8;86;96
226480;12819;5;31;25
226499;12820;0;65;54
226518;12820;10;42;16
226537;12823;3;17;55
226556;12823;6;78;15
226575;12824;14;8;71
226594;12825;4;59;25
226613;12825;16;32;89
226632;12826;11;99;17
226651;12827;18;63;53
226670;12829;9;4;40
226689;12830;6;78;15
226708;12831;7;42;76
226727;12832;12;40;47
226746;12832;13;87;90
226765;12833;-1;66;72
226784;12833;17;17;41
226803;12835;2;5;26
226822;12835;15;3;8
226841;12836;1;71;52
226860;12837;8;86;96
226879;12839;5;31;25
226898;12840;0;65;54
226917;12840;10;42;16
226936;12843;3;17;55
226955;12844;14;8;71
226974;12845;4;59;25
226993;12845;16;32;89
227012;12846;11;99;17
227031;12847;18;63;53
227050;12849;9;4;40
227069;12850;6;78;15
227088;12851;7;42;76
227107;12852;12;40;47
227126;12852;13;87;90
227145;12853;-1;66;72
227164;12853;17;17;41
227183;12855;2;5;26
227202;12855;15;3;8
227221;12856;1;71;52
227240;12857;8;86;96
227259;12859;5;31;25
227278;12860;0;65;54
227297;12860;10;42;16
227316;12863;3;17;55
227335;12864;14;8;71
227354;12865;4;59;25
227373;12865;16;32;89
227392;12866;11;99;17
227411;12867;18;63;53
227430;12869;9;4;40
227449;12870;6;78;15
227468;12871;7;42;76
227487;12872;12;40;47
227506;12872;13;87;90
227525;12873;-1;66;72
227544;12873;17;17;41
227563;12875;2;5;26
227582;12875;15;3;8
227601;12876;1;71;52
227620;12877;8;86;96
227639;12879;5;31;25
227658;12880;0;65;54
227677;12880;10;42;16
227696;12883;3;17;55
227715;12884;14;8;71
227734;12885;4;59;25
227753;12885;16;32;89
227772;12886;11;99;17
227791;12887;18;63;53
227810;12889;9;4;40
227829;12890;6;78;15
227848;12891;7;42;76
227867;12892;12;40;47
227886;12892;13;87;90
227905;12893;-1;66;72
227924;12893;17;17;41
227943;12894;16;32;89
227962;12895;2;5;26
227981;12895;15;3;8
228000;12896;1;71;52
228019;12897;8;86;96
228038;12899;5;31;25
228057;12900;0;65;54
228076;12900;10;42;16
228095;12903;3;17;55
228114;12904;14;8;71
228133;12905;4;59;25
228152;12906;11;99;17
228171;12907;18;63;53
228190;12909;9;4;40
228209;12910;6;78;15
228228;12911;7;42;76
228247;12912;12;40;47
228266;12912;13;87;90
228285;12913;-1;66;72
228304;12913;17;17;41
228323;12914;16;32;89
228342;12915;2;5;26
228361;12915;15;3;8
228380;12916;1;71;52
228399;12917;8;86;96
228418;12919;5;31;25
228437;12920;0;65;54
228456;12920;10;42;16
228475;12923;3;17;55
228494;12924;14;8;71
228513;12925;4;59;25
228532;12926;11;99;17
228551;12927;18;63;53
228570;12929;9;4;40
228589;12930;6;78;15
228608;12931;7;42;76
228627;12932;12;40;47
228646;12932;13;87;90
228665;12933;-1;66;72
228684;12933;17;17;41
228703;12934;16;32;89
228722;12935;2;5;26
228741;12935;15;3;8
228760;12936;1;71;52
228779;12937;8;86;96
228798;12939;5;31;25
228817;12940;0;65;54
228836;12940;10;42;16
228855;12943;3;17;55
228874;12944;14;8;71
228893;12945;4;59;25
228912;12946;11;99;17
228931;12947;18;63;53
228950;12949;9;4;40
228969;12950;6;78;15
228988;12951;7;42;76
229007;12952;12;40;47
229026;12952;13;87;90
229045;12953;-1;66;72
229064;12953;17;17;41
229083;12954;16;32;89
229102;12955;2;5;26
229121;12955;15;3;8
229140;12956;1;71;52
229159;12957;8;86;96
229178;12959;5;31;25
229197;12960;0;65;54
229216;12960;10;42;16
229235;12963;3;17;55
229254;12964;14;8;71
229273;12965;4;59;25
229292;12966;11;99;17
229311;12967;18;63;53
229330;12969;9;4;40
229349;12970;6;78;15
229368;12971;7;42;76
229387;12972;12;40;47
229406;12972;13;87;90
229425;12973;-1;66;72
229444;12973;17;17;41
229463;12974;16;32;89
229482;12975;2;5;26
229501;12975;15;3;8
229520;12976;1;71;52
229539;12977;8;86;96
229558;12979;5;31;25
229577;12980;0;65;54
229596;12980;10;42;16
229615;12983;3;17;55
229634;12984;14;8;71
229653;12985;4;59;25
229672;12986;11;99;17
229691;12987;18;63;53
229710;12989;9;4;40
229729;12990;6;78;15
229748;12991;7;42;76
229767;12992;12;40;47
229786;12992;13;87;90
229805;12993;-1;66;72
229824;12993;17;17;41
229843;12994;16;32;89
229862;12995;2;5;26
229881;12995;15;3;8
229900;12996;1;71;52
229919;12997;8;86;96
229938;12999;5;31;25
229957;13000;0;65;54
229976;13000;10;42;16
229995;13003;3;17;55
230014;13004;14;8;71
230033;13005;4;59;25
230052;13006;11;99;17
230071;13007;18;63;53
230090;13009;9;4;40
230109;13010;6;78;15
230128;13011;7;42;76
230147;13012;12;40;47
230166;13012;13;87;90
230185;13013;-1;66;72
230204;13013;17;17;41
230223;13014;16;32;89
230242;13015;2;5;26
230261;13015;15;3;8
230280;13016;1;71;52
230299;13017;8;86;96
230318;13019;5;31;25
230337;13020;0;65;54
230356;13020;10;42;16
230375;13023;3;17;55
230394;13024;14;8;71
230413;13025;4;59;25
230432;13026;11;99;17
230451;13027;18;63;53
230470;13029;9;4;40
230489;13030;6;78;15
230508;13031;7;42;76
230527;13032;12;40;47
230546;13032;13;87;90
230565;13033;-1;66;72
230584;13033;17;17;41
230603;13034;16;32;89
230622;13035;2;5;26
230641;13035;15;3;8
230660;13036;1;71;52
230679;13037;8;86;96
230698;13039;5;31;25
230717;13040;0;65;54
230736;13040;10;42;16
230755;13043;3;17;55
230774;13044;14;8;71
230793;13045;4;59;25
230812;13046;11;99;17
230831;13047;18;63;53
230850;13049;9;4;40
230869;13050;6;78;15
230888;13051;7;42;76
230907;13052;12;40;47
230926;13052;13;87;90
230945;13053;-1;66;72
230964;13053;17;17;41
230983;13054;16;32;89
231002;13055;2;5;26
231021;13055;15;3;8
231040;13056;1;71;52
231059;13057;8;86;96
231078;13059;5;31;25
231097;13060;0;65;54
231116;13060;10;42;16
231135;13061;2;5;26
231154;13062;13;87;90
231173;13063;3;17;55
231192;13064;14;8;71
231211;13065;4;59;25
231230;13066;11;99;17
231249;13067;18;63;53
231268;13069;9;4;40
231287;13070;6;78;15
231306;13071;7;42;76
231325;13072;12;40;47
231344;13073;-1;66;72
231363;13073;17;17;41
231382;13074;16;32;89
231401;13075;15;3;8
231420;13076;1;71;52
231439;13077;8;86;96
231458;13079;5;31;25
231477;13080;0;65;54
231496;13080;10;42;16
231515;13081;2;5;26
231534;13082;13;87;90
231553;13083;3;17;55
231572;13084;14;8;71
231591;13085;4;59;25
231610;13086;11;99;17
231629;13087;18;63;53
231648;13089;9;4;40
231667;13090;6;78;15
231686;13091;7;42;76
231705;13092;12;40;47
231724;13093;-1;66;72
231743;13093;17;17;41
231762;13094;16;32;89
231781;13095;15;3;8
231800;13096;1;71;52
231819;13097;8;86;96
231838;13099;5;31;25
231857;13100;0;65;54
231876;13100;10;42;16
231895;13101;2;5;26
231914;13102;13;87;90
231933;13103;3;17;55
231952;13104;14;8;71
231971;13105;4;59;25
231990;13106;11;99;17
232009;13107;18;63;53
232028;13109;9;4;40
232047;13110;6;78;15
232066;13111;7;42;76
232085;13112;12;40;47
232104;13113;-1;66;72
232123;13113;17;17;41
232142;13114;16;32;89
232161;13115;15;3;8
232180;13116;1;71;52
232199;13117;8;86;96
232218;13119;5;31;25
232237;13120;0;65;54
232256;13120;10;42;16
232275;13121;2;5;26
232294;13122;13;87;90
232313;13123;3;17;55
232332;13124;14;8;71
232351;13125;4;59;25
232370;13126;11;99;17
232389;13127;18;63;53
232408;13129;9;4;40
232427;13130;6;78;15
232446;13131;7;42;76
232465;13132;12;40;47
232484;13133;-1;66;72
232503;13133;17;17;41
232522;13134;16;32;89
232541;13135;15;3;8
232560;13136;1;71;52
232579;13137;8;86;96
232598;13139;5;31;25
232617;13140;0;65;54
232636;13140;10;42;16
232655;13141;2;5;26
232674;13142;13;87;90
232693;13143;3;17;55
232712;13144;14;8;71
232731;13145;4;59;25
232750;13146;11;99;17
232769;13147;18;63;53
232788;13149;9;4;40
232807;13150;6;78;15
232826;13151;7;42;76
232845;13152;12;40;47
232864;13153;-1;66;72
232883;13153;17;17;41
232902;13154;16;32;89
232921;13155;15;3;8
232940;13156;1;71;52
232959;13157;8;86;96
232978;13159;5;31;25
232997;13160;0;65;54
233016;13160;10;42;16
233035;13161;2;5;26
233054;13162;13;87;90
233073;13163;3;17;55
233092;13164;14;8;71
233111;13165;4;59;25
233130;13166;11;99;17
233149;13167;18;63;53
233168;13169;9;4;40
233187;13170;6;78;15
233206;13171;7;42;76
233225;13172;12;40;47
233244;13173;-1;66;72
233263;13173;17;17;41
233282;13174;16;32;89
233301;13175;15;3;8
233320;13176;1;71;52
233339;13177;8;86;96
233358;13179;5;31;25
233377;13180;0;65;54
233396;13180;10;42;16
233415;13181;2;5;26
233434;13182;13;87;90
233453;13183;3;17;55
233472;13184;14;8;71
233491;13185;4;59;25
233510;13186;11;99;17
233529;13187;18;63;53
233548;13189;9;4;40
233567;13190;6;78;15
233586;13191;7;42;76
233605;13192;12;40;47
233624;13193;-1;66;72
233643;13193;17;17;41
233662;13194;16;32;89
233681;13195;15;3;8
233700;13196;1;71;52
233719;13197;8;86;96
233738;13199;5;31;25
233757;13200;0;65;54
233776;13200;10;42;16
233795;13201;2;5;26
233814;13202;13;87;90
233833;13203;3;17;55
233852;13204;14;8;71
233871;13205;4;59;25
233890;13206;11;99;17
233909;13207;0;65;54
233928;13207;18;63;53
233947;13209;9;4;40
233966;13210;6;78;15
233985;13211;7;42;76
234004;13212;12;40;47
234023;13213;-1;66;72
234042;13213;17;17;41
234061;13214;16;32;89
234080;13215;15;3;8
234099;13216;1;71;52
234118;13217;8;86;96
234137;13219;5;31;25
234156;13220;10;42;16
234175;13221;2;5;26
234194;13222;13;87;90
234213;13223;3;17;55
234232;13224;14;8;71
234251;13225;4;59;25
234270;13226;11;99;17
234289;13227;0;65;54
234308;13227;18;63;53
234327;13229;9;4;40
234346;13230;6;78;15
234365;13230;10;42;16
234384;13231;7;42;76
234403;13232;12;40;47
234422;13233;-1;66;72
234441;13233;17;17;41
234460;13234;16;32;89
234479;13235;15;3;8
234498;13236;1;71;52
234517;13237;8;86;96
234536;13239;5;31;25
234555;13241;2;5;26
234574;13242;13;87;90
234593;13243;3;17;55
234612;13244;14;8;71
234631;13245;4;59;25
234650;13246;11;99;17
234669;13247;0;65;54
234688;13247;18;63;53
234707;13249;9;4;40
234726;13250;6;78;15
234745;13250;10;42;16
234764;13251;7;42;76
234783;13252;12;40;47
234802;13253;-1;66;72
234821;13253;17;17;41
234840;13254;16;32;89
234859;13255;15;3;8
234878;13256;1;71;52
234897;13257;8;86;96
234916;13259;5;31;25
234935;13261;2;5;26
234954;13262;13;87;90
234973;13263;3;17;55
234992;13264;14;8;71
235011;13265;4;59;25
235030;13266;11;99;17
235049;13267;0;65;54
235068;13267;18;63;53
235087;13269;9;4;40
235106;13270;6;78;15
235125;13270;10;42;16
235144;13271;7;42;76
235163;13272;12;40;47
235182;13273;-1;66;72
235201;13273;17;17;41
235220;13274;1;71;52
235239;13274;16;32;89
235258;13275;15;3;8
235277;13277;8;86;96
235296;13279;5;31;25
235315;13281;2;5;26
235334;13282;13;87;90
235353;13283;3;17;55
235372;13284;14;8;71
235391;13285;4;59;25
235410;13286;11;99;17
235429;13287;0;65;54
235448;13287;18;63;53
235467;13289;9;4;40
235486;13290;6;78;15
235505;13290;10;42;16
235524;13291;7;42;76
235543;13292;12;40;47
235562;13293;-1;66;72
235581;13293;17;17;41
235600;13294;1;71;52
235619;13294;16;32;89
235638;13295;15;3;8
235657;13297;8;86;96
235676;13299;5;31;25
235695;13301;2;5;26
235714;13302;13;87;90
235733;13303;3;17;55
235752;13304;14;8;71
235771;13305;4;59;25
235790;13306;11;99;17
235809;13307;0;65;54
235828;13307;18;63;53
235847;13309;9;4;40
235866;13310;6;78;15
235885;13310;10;42;16
235904;13311;7;42;76
235923;13312;12;40;47
235942;13313;-1;66;72
235961;13313;17;17;41
235980;13314;1;71;52
235999;13314;16;32;89
236018;13315;15;3;8
236037;13317;8;86;96
236056;13319;5;31;25
236075;13321;2;5;26
236094;13322;13;87;90
236113;13323;3;17;55
236132;13324;14;8;71
236151;13325;4;59;25
236170;13326;5;31;25
236189;13326;11;99;17
236208;13327;0;65;54
236227;13327;18;63;53
236246;13329;9;4;40
236265;13330;6;78;15
236284;13330;10;42;16
236303;13331;7;42;76
236322;13332;12;40;47
236341;13333;-1;66;72
236360;13333;17;17;41
236379;13334;1;71;52
236398;13334;16;32;89
236417;13335;15;3;8
236436;13337;8;86;96
236455;13341;2;5;26
236474;13342;13;87;90
236493;13343;3;17;55
236512;13344;14;8;71
236531;13345;4;59;25
236550;13346;5;31;25
236569;13346;11;99;17
236588;13347;0;65;54
236607;13347;18;63;53
236626;13349;9;4;40
236645;13350;6;78;15
236664;13350;10;42;16
236683;13351;7;42;76
236702;13352;12;40;47
236721;13353;-1;66;72
236740;13353;17;17;41
236759;13354;1;71;52
236778;13354;16;32;89
236797;13355;15;3;8
236816;13357;8;86;96
236835;13361;2;5;26
236854;13362;13;87;90
236873;13363;3;17;55
236892;13364;14;8;71
236911;13365;4;59;25
236930;13366;5;31;25
236949;13366;11;99;17
236968;13367;0;65;54
236987;13367;18;63;53
237006;13369;9;4;40
237025;13370;6;78;15
237044;13370;10;42;16
237063;13371;7;42;76
237082;13372;12;40;47
237101;13373;-1;66;72
237120;13373;17;17;41
237139;13374;1;71;52
237158;13374;16;32;89
237177;13375;15;3;8
237196;13377;8;86;96
237215;13378;18;63;53
237234;13381;2;5;26
237253;13382;13;87;90
237272;13383;3;17;55
237291;13384;14;8;71
237310;13385;4;59;25
237329;13386;5;31;25
237348;13386;11;99;17
237367;13387;0;65;54
237386;13389;9;4;40
237405;13390;6;78;15
237424;13390;10;42;16
237443;13391;7;42;76
237462;13392;12;40;47
237481;13393;-1;66;72
237500;13393;17;17;41
237519;13394;1;71;52
237538;13394;16;32;89
237557;13395;15;3;8
237576;13397;8;86;96
237595;13398;18;63;53
237614;13401;2;5;26
237633;13402;11;99;17
237652;13402;13;87;90
237671;13403;3;17;55
237690;13404;14;8;71
237709;13405;4;59;25
237728;13406;5;31;25
237747;13407;0;65;54
237766;13409;9;4;40
237785;13410;6;78;15
237804;13410;10;42;16
237823;13411;7;42;76
