TxPackets;TxTime;TxId;xPos;yPos
61921;4218;0;65;54
61940;4218;13;87;90
61959;4219;4;59;25
61978;4220;12;40;47
61997;4222;7;42;76
62016;4225;2;5;26
62035;4226;-1;66;72
62054;4226;11;99;17
62073;4227;3;17;55
62092;4230;8;86;96
62111;4232;1;71;52
62130;4232;9;4;40
62149;4233;10;42;16
62168;4233;18;63;53
62187;4234;14;8;71
62206;4235;6;78;15
62225;4235;15;3;8
62244;4236;17;17;41
62263;4237;5;31;25
62282;4237;16;32;89
62301;4238;0;65;54
62320;4238;13;87;90
62339;4239;4;59;25
62358;4240;12;40;47
62377;4242;7;42;76
62396;4245;2;5;26
62415;4246;-1;66;72
62434;4246;11;99;17
62453;4247;3;17;55
62472;4250;8;86;96
62491;4252;1;71;52
62510;4252;9;4;40
62529;4253;10;42;16
62548;4253;18;63;53
62567;4254;14;8;71
62586;4255;6;78;15
62605;4255;15;3;8
62624;4256;17;17;41
62643;4257;5;31;25
62662;4257;16;32;89
62681;4258;0;65;54
62700;4258;13;87;90
62719;4259;4;59;25
62738;4260;12;40;47
62757;4262;7;42;76
62776;4264;15;3;8
62795;4265;2;5;26
62814;4266;-1;66;72
62833;4266;11;99;17
62852;4267;3;17;55
62871;4270;8;86;96
62890;4272;1;71;52
62909;4272;9;4;40
62928;4273;10;42;16
62947;4273;18;63;53
62966;4274;14;8;71
62985;4275;6;78;15
63004;4276;17;17;41
63023;4277;5;31;25
63042;4277;16;32;89
63061;4278;0;65;54
63080;4278;13;87;90
63099;4279;4;59;25
63118;4280;12;40;47
63137;4282;7;42;76
63156;4284;15;3;8
63175;4285;2;5;26
63194;4286;-1;66;72
63213;4286;11;99;17
63232;4287;3;17;55
63251;4290;8;86;96
63270;4292;1;71;52
63289;4292;9;4;40
63308;4293;10;42;16
63327;4293;18;63;53
63346;4294;14;8;71
63365;4295;6;78;15
63384;4296;17;17;41
63403;4297;5;31;25
63422;4297;16;32;89
63441;4298;0;65;54
63460;4298;13;87;90
63479;4299;4;59;25
63498;4300;12;40;47
63517;4302;7;42;76
63536;4304;15;3;8
63555;4305;2;5;26
63574;4306;-1;66;72
63593;4306;11;99;17
63612;4307;3;17;55
63631;4310;8;86;96
63650;4312;1;71;52
63669;4312;9;4;40
63688;4313;10;42;16
63707;4313;18;63;53
63726;4314;14;8;71
63745;4315;6;78;15
63764;4316;17;17;41
63783;4317;5;31;25
63802;4317;16;32;89
63821;4318;0;65;54
63840;4318;13;87;90
63859;4319;4;59;25
63878;4320;12;40;47
63897;4322;7;42;76
63916;4324;15;3;8
63935;4325;2;5;26
63954;4326;-1;66;72
63973;4326;11;99;17
63992;4327;3;17;55
64011;4330;8;86;96
64030;4332;1;71;52
64049;4332;9;4;40
64068;4333;10;42;16
64087;4333;18;63;53
64106;4334;14;8;71
64125;4335;6;78;15
64144;4336;17;17;41
64163;4337;5;31;25
64182;4337;16;32;89
64201;4338;0;65;54
64220;4338;13;87;90
64239;4339;4;59;25
64258;4340;12;40;47
64277;4342;7;42;76
64296;4344;15;3;8
64315;4345;2;5;26
64334;4346;-1;66;72
64353;4346;11;99;17
64372;4347;3;17;55
64391;4350;8;86;96
64410;4352;1;71;52
64429;4352;9;4;40
64448;4353;10;42;16
64467;4353;18;63;53
64486;4354;14;8;71
64505;4355;6;78;15
64524;4356;17;17;41
64543;4357;5;31;25
64562;4357;16;32;89
64581;4358;0;65;54
64600;4358;13;87;90
64619;4359;4;59;25
64638;4360;12;40;47
64657;4362;7;42;76
64676;4364;15;3;8
64695;4365;2;5;26
64714;4366;-1;66;72
64733;4366;11;99;17
64752;4367;3;17;55
64771;4370;8;86;96
64790;4372;1;71;52
64809;4372;9;4;40
64828;4373;10;42;16
64847;4373;18;63;53
64866;4374;14;8;71
64885;4375;6;78;15
64904;4376;17;17;41
64923;4377;5;31;25
64942;4377;16;32;89
64961;4378;0;65;54
64980;4378;13;87;90
64999;4379;4;59;25
65018;4380;12;40;47
65037;4382;7;42;76
65056;4384;15;3;8
65075;4385;2;5;26
65094;4386;-1;66;72
65113;4386;11;99;17
65132;4387;3;17;55
65151;4389;6;78;15
65170;4390;8;86;96
65189;4392;1;71;52
65208;4392;9;4;40
65227;4393;10;42;16
65246;4393;18;63;53
65265;4394;14;8;71
65284;4396;17;17;41
65303;4397;5;31;25
65322;4397;16;32;89
65341;4398;0;65;54
65360;4398;13;87;90
65379;4399;4;59;25
65398;4400;12;40;47
65417;4402;7;42;76
65436;4404;15;3;8
65455;4405;2;5;26
65474;4406;-1;66;72
65493;4406;11;99;17
65512;4407;3;17;55
65531;4409;6;78;15
65550;4410;8;86;96
65569;4412;1;71;52
65588;4412;9;4;40
65607;4413;10;42;16
65626;4413;18;63;53
65645;4414;14;8;71
65664;4416;8;86;96
65683;4416;17;17;41
65702;4417;5;31;25
65721;4417;16;32;89
65740;4418;0;65;54
65759;4418;13;87;90
65778;4419;4;59;25
65797;4420;12;40;47
65816;4422;7;42;76
65835;4424;15;3;8
65854;4425;2;5;26
65873;4426;-1;66;72
65892;4426;11;99;17
65911;4427;3;17;55
65930;4429;6;78;15
65949;4432;1;71;52
65968;4432;9;4;40
65987;4433;10;42;16
66006;4433;18;63;53
66025;4434;14;8;71
66044;4436;8;86;96
66063;4436;17;17;41
66082;4437;5;31;25
66101;4437;16;32;89
66120;4438;0;65;54
66139;4438;13;87;90
66158;4439;4;59;25
66177;4440;2;5;26
66196;4440;12;40;47
66215;4442;7;42;76
66234;4444;15;3;8
66253;4446;-1;66;72
66272;4446;11;99;17
66291;4447;3;17;55
66310;4449;6;78;15
66329;4452;1;71;52
66348;4452;9;4;40
66367;4453;10;42;16
66386;4453;18;63;53
66405;4454;14;8;71
66424;4456;8;86;96
66443;4456;17;17;41
66462;4457;5;31;25
66481;4457;16;32;89
66500;4458;0;65;54
66519;4458;13;87;90
66538;4459;4;59;25
66557;4460;2;5;26
66576;4460;12;40;47
66595;4462;7;42;76
66614;4464;15;3;8
66633;4466;-1;66;72
66652;4466;11;99;17
66671;4467;3;17;55
66690;4469;6;78;15
66709;4472;1;71;52
66728;4472;9;4;40
66747;4473;10;42;16
66766;4473;18;63;53
66785;4474;14;8;71
66804;4476;8;86;96
66823;4476;17;17;41
66842;4477;5;31;25
66861;4477;16;32;89
66880;4478;0;65;54
66899;4478;13;87;90
66918;4479;4;59;25
66937;4480;2;5;26
66956;4480;12;40;47
66975;4482;7;42;76
66994;4484;15;3;8
67013;4486;-1;66;72
67032;4486;11;99;17
67051;4487;3;17;55
67070;4489;6;78;15
67089;4492;1;71;52
67108;4492;9;4;40
67127;4493;10;42;16
67146;4493;18;63;53
67165;4494;14;8;71
67184;4496;8;86;96
67203;4496;17;17;41
67222;4497;5;31;25
67241;4497;16;32;89
67260;4498;0;65;54
67279;4498;13;87;90
67298;4499;4;59;25
67317;4500;2;5;26
67336;4500;12;40;47
67355;4502;7;42;76
67374;4504;15;3;8
67393;4506;-1;66;72
67412;4506;11;99;17
67431;4507;3;17;55
67450;4509;6;78;15
67469;4512;1;71;52
67488;4512;9;4;40
67507;4513;10;42;16
67526;4513;18;63;53
67545;4514;14;8;71
67564;4516;8;86;96
67583;4516;17;17;41
67602;4517;5;31;25
67621;4517;16;32;89
67640;4518;0;65;54
67659;4518;13;87;90
67678;4519;4;59;25
67697;4520;2;5;26
67716;4520;12;40;47
67735;4522;7;42;76
67754;4524;15;3;8
67773;4526;-1;66;72
67792;4526;11;99;17
67811;4527;3;17;55
67830;4529;6;78;15
67849;4532;1;71;52
67868;4532;9;4;40
67887;4533;10;42;16
67906;4533;18;63;53
67925;4534;14;8;71
67944;4536;8;86;96
67963;4536;17;17;41
67982;4537;5;31;25
68001;4537;16;32;89
68020;4538;0;65;54
68039;4538;13;87;90
68058;4539;4;59;25
68077;4540;2;5;26
68096;4540;12;40;47
68115;4542;7;42;76
68134;4544;15;3;8
68153;4546;-1;66;72
68172;4546;11;99;17
68191;4547;3;17;55
68210;4549;6;78;15
68229;4552;1;71;52
68248;4552;9;4;40
68267;4553;10;42;16
68286;4553;18;63;53
68305;4554;14;8;71
68324;4556;8;86;96
68343;4556;17;17;41
68362;4557;5;31;25
68381;4557;16;32;89
68400;4558;0;65;54
68419;4558;13;87;90
68438;4559;4;59;25
68457;4560;2;5;26
68476;4560;12;40;47
68495;4562;7;42;76
68514;4564;15;3;8
68533;4566;-1;66;72
68552;4566;11;99;17
68571;4567;3;17;55
68590;4569;6;78;15
68609;4570;0;65;54
68628;4572;1;71;52
68647;4572;9;4;40
68666;4573;10;42;16
68685;4573;18;63;53
68704;4574;14;8;71
68723;4576;8;86;96
68742;4576;17;17;41
68761;4577;5;31;25
68780;4577;16;32;89
68799;4578;13;87;90
68818;4579;4;59;25
68837;4580;2;5;26
68856;4580;12;40;47
68875;4582;7;42;76
68894;4584;15;3;8
68913;4586;-1;66;72
68932;4586;11;99;17
68951;4587;3;17;55
68970;4588;16;32;89
68989;4589;6;78;15
69008;4590;0;65;54
69027;4592;1;71;52
69046;4592;9;4;40
69065;4593;10;42;16
69084;4593;18;63;53
69103;4594;14;8;71
69122;4596;8;86;96
69141;4596;17;17;41
69160;4597;5;31;25
69179;4598;13;87;90
69198;4599;4;59;25
69217;4600;2;5;26
69236;4600;12;40;47
69255;4602;7;42;76
69274;4604;15;3;8
69293;4606;-1;66;72
69312;4606;11;99;17
69331;4607;3;17;55
69350;4608;16;32;89
69369;4609;6;78;15
69388;4610;0;65;54
69407;4612;1;71;52
69426;4612;9;4;40
69445;4613;10;42;16
69464;4613;18;63;53
69483;4614;14;8;71
69502;4616;8;86;96
69521;4616;17;17;41
69540;4617;5;31;25
69559;4618;13;87;90
69578;4619;4;59;25
69597;4620;2;5;26
69616;4620;12;40;47
69635;4622;7;42;76
69654;4623;11;99;17
69673;4624;15;3;8
69692;4626;-1;66;72
69711;4627;3;17;55
69730;4628;16;32;89
69749;4629;6;78;15
69768;4630;0;65;54
69787;4632;1;71;52
69806;4632;9;4;40
69825;4633;10;42;16
69844;4633;18;63;53
69863;4634;14;8;71
69882;4636;8;86;96
69901;4636;17;17;41
69920;4637;5;31;25
69939;4638;13;87;90
69958;4639;4;59;25
69977;4640;2;5;26
69996;4640;12;40;47
70015;4642;7;42;76
70034;4643;11;99;17
70053;4644;15;3;8
70072;4646;-1;66;72
70091;4647;3;17;55
70110;4648;16;32;89
70129;4649;6;78;15
70148;4650;0;65;54
70167;4652;1;71;52
70186;4652;9;4;40
70205;4653;10;42;16
70224;4653;18;63;53
70243;4654;14;8;71
70262;4656;8;86;96
70281;4656;17;17;41
70300;4657;5;31;25
70319;4658;13;87;90
70338;4659;4;59;25
70357;4660;2;5;26
70376;4660;12;40;47
70395;4662;7;42;76
70414;4663;11;99;17
70433;4664;15;3;8
70452;4666;-1;66;72
70471;4667;3;17;55
70490;4668;16;32;89
70509;4669;6;78;15
70528;4670;0;65;54
70547;4672;1;71;52
70566;4672;9;4;40
70585;4673;10;42;16
70604;4673;18;63;53
70623;4674;14;8;71
70642;4676;8;86;96
70661;4676;17;17;41
70680;4677;5;31;25
70699;4678;13;87;90
70718;4679;4;59;25
70737;4680;2;5;26
70756;4680;12;40;47
70775;4682;7;42;76
70794;4683;11;99;17
70813;4684;15;3;8
70832;4686;-1;66;72
70851;4687;3;17;55
70870;4688;16;32;89
70889;4689;6;78;15
70908;4690;0;65;54
70927;4692;1;71;52
70946;4692;9;4;40
70965;4693;10;42;16
70984;4693;18;63;53
71003;4694;14;8;71
71022;4696;8;86;96
71041;4696;17;17;41
71060;4697;5;31;25
71079;4698;13;87;90
71098;4699;4;59;25
71117;4700;2;5;26
71136;4700;12;40;47
71155;4702;7;42;76
71174;4703;11;99;17
71193;4704;15;3;8
71212;4706;-1;66;72
71231;4707;3;17;55
71250;4708;16;32;89
71269;4709;6;78;15
71288;4710;0;65;54
71307;4712;1;71;52
71326;4712;9;4;40
71345;4713;10;42;16
71364;4713;18;63;53
71383;4714;14;8;71
71402;4716;8;86;96
71421;4716;17;17;41
71440;4717;5;31;25
71459;4718;13;87;90
71478;4719;4;59;25
71497;4720;2;5;26
71516;4720;12;40;47
71535;4722;7;42;76
71554;4723;11;99;17
71573;4724;15;3;8
71592;4725;1;71;52
71611;4726;-1;66;72
71630;4727;3;17;55
71649;4728;16;32;89
71668;4729;6;78;15
71687;4730;0;65;54
71706;4732;9;4;40
71725;4733;10;42;16
71744;4733;18;63;53
71763;4734;14;8;71
71782;4736;8;86;96
71801;4736;17;17;41
71820;4737;5;31;25
71839;4738;13;87;90
71858;4739;4;59;25
71877;4740;2;5;26
71896;4740;12;40;47
71915;4742;7;42;76
71934;4743;11;99;17
71953;4744;15;3;8
71972;4745;1;71;52
71991;4746;-1;66;72
72010;4747;3;17;55
72029;4748;16;32;89
72048;4749;6;78;15
72067;4750;0;65;54
72086;4750;17;17;41
72105;4752;9;4;40
72124;4753;10;42;16
72143;4753;18;63;53
72162;4754;14;8;71
72181;4756;8;86;96
72200;4757;5;31;25
72219;4758;13;87;90
72238;4759;4;59;25
72257;4760;2;5;26
72276;4760;12;40;47
72295;4762;7;42;76
72314;4763;11;99;17
72333;4764;15;3;8
72352;4765;1;71;52
72371;4766;-1;66;72
72390;4767;3;17;55
72409;4768;16;32;89
72428;4769;6;78;15
72447;4770;0;65;54
72466;4770;17;17;41
72485;4772;9;4;40
72504;4773;10;42;16
72523;4773;18;63;53
72542;4774;14;8;71
72561;4776;8;86;96
72580;4777;5;31;25
72599;4778;13;87;90
72618;4779;4;59;25
72637;4780;2;5;26
72656;4780;12;40;47
72675;4782;7;42;76
72694;4783;11;99;17
72713;4784;15;3;8
72732;4785;1;71;52
72751;4786;-1;66;72
72770;4787;3;17;55
72789;4788;16;32;89
72808;4789;6;78;15
72827;4790;0;65;54
72846;4790;17;17;41
72865;4792;9;4;40
72884;4793;10;42;16
72903;4793;18;63;53
72922;4794;14;8;71
72941;4796;8;86;96
72960;4797;5;31;25
72979;4798;13;87;90
72998;4799;4;59;25
73017;4800;2;5;26
73036;4800;12;40;47
73055;4802;7;42;76
73074;4803;11;99;17
73093;4804;15;3;8
73112;4805;1;71;52
73131;4806;-1;66;72
73150;4807;3;17;55
73169;4808;16;32;89
73188;4809;6;78;15
73207;4810;0;65;54
73226;4810;17;17;41
73245;4812;9;4;40
73264;4813;10;42;16
73283;4813;18;63;53
73302;4814;14;8;71
73321;4816;8;86;96
73340;4817;5;31;25
73359;4818;13;87;90
73378;4819;4;59;25
73397;4820;2;5;26
73416;4820;12;40;47
73435;4822;7;42;76
73454;4822;10;42;16
73473;4823;11;99;17
73492;4824;15;3;8
73511;4825;1;71;52
73530;4826;-1;66;72
73549;4827;3;17;55
73568;4828;16;32;89
73587;4829;6;78;15
73606;4830;0;65;54
73625;4830;17;17;41
73644;4832;9;4;40
73663;4833;18;63;53
73682;4834;14;8;71
73701;4836;8;86;96
73720;4837;5;31;25
73739;4838;13;87;90
73758;4839;4;59;25
73777;4840;2;5;26
73796;4840;12;40;47
73815;4842;7;42;76
73834;4842;10;42;16
73853;4843;11;99;17
73872;4844;15;3;8
73891;4845;1;71;52
73910;4846;-1;66;72
73929;4847;3;17;55
73948;4848;16;32;89
73967;4849;6;78;15
73986;4850;0;65;54
74005;4850;17;17;41
74024;4852;9;4;40
74043;4853;18;63;53
74062;4854;12;40;47
74081;4854;14;8;71
74100;4856;8;86;96
74119;4857;5;31;25
74138;4858;13;87;90
74157;4859;4;59;25
74176;4860;2;5;26
74195;4862;7;42;76
74214;4862;10;42;16
74233;4863;11;99;17
74252;4864;15;3;8
74271;4865;1;71;52
74290;4866;-1;66;72
74309;4867;3;17;55
74328;4868;16;32;89
74347;4869;6;78;15
74366;4870;0;65;54
74385;4870;17;17;41
74404;4872;9;4;40
74423;4873;18;63;53
74442;4874;12;40;47
74461;4874;14;8;71
74480;4876;8;86;96
74499;4877;5;31;25
74518;4878;13;87;90
74537;4879;4;59;25
74556;4880;2;5;26
74575;4882;7;42;76
74594;4882;10;42;16
74613;4883;11;99;17
74632;4884;15;3;8
74651;4885;1;71;52
74670;4886;-1;66;72
74689;4887;3;17;55
74708;4888;16;32;89
74727;4889;6;78;15
74746;4890;0;65;54
74765;4890;17;17;41
74784;4892;9;4;40
74803;4893;18;63;53
74822;4894;12;40;47
74841;4894;14;8;71
74860;4896;8;86;96
74879;4897;5;31;25
74898;4898;13;87;90
74917;4899;4;59;25
74936;4900;2;5;26
74955;4902;7;42;76
74974;4902;10;42;16
74993;4903;11;99;17
75012;4904;15;3;8
75031;4905;1;71;52
75050;4906;-1;66;72
75069;4907;3;17;55
75088;4908;16;32;89
75107;4909;6;78;15
75126;4910;0;65;54
75145;4910;17;17;41
75164;4912;9;4;40
75183;4913;18;63;53
75202;4914;12;40;47
75221;4914;14;8;71
75240;4916;8;86;96
75259;4917;5;31;25
75278;4918;13;87;90
75297;4919;4;59;25
75316;4920;2;5;26
75335;4922;7;42;76
75354;4922;10;42;16
75373;4923;11;99;17
75392;4924;15;3;8
75411;4925;1;71;52
75430;4926;-1;66;72
75449;4927;3;17;55
75468;4928;16;32;89
75487;4929;6;78;15
75506;4930;0;65;54
75525;4930;17;17;41
75544;4931;5;31;25
75563;4932;9;4;40
75582;4933;18;63;53
75601;4934;12;40;47
75620;4934;14;8;71
75639;4936;8;86;96
75658;4938;13;87;90
75677;4939;4;59;25
75696;4940;2;5;26
75715;4942;7;42;76
75734;4942;10;42;16
75753;4943;11;99;17
75772;4944;13;87;90
75791;4944;15;3;8
75810;4945;1;71;52
75829;4946;-1;66;72
75848;4947;3;17;55
75867;4948;16;32;89
75886;4949;6;78;15
75905;4950;0;65;54
75924;4950;17;17;41
75943;4951;5;31;25
75962;4952;9;4;40
75981;4953;18;63;53
76000;4954;12;40;47
76019;4954;14;8;71
76038;4956;8;86;96
76057;4959;4;59;25
76076;4960;2;5;26
76095;4962;7;42;76
76114;4962;10;42;16
76133;4963;-1;66;72
76152;4963;11;99;17
76171;4964;13;87;90
76190;4964;15;3;8
76209;4965;1;71;52
76228;4967;3;17;55
76247;4968;16;32;89
76266;4969;6;78;15
76285;4970;0;65;54
76304;4970;17;17;41
76323;4971;5;31;25
76342;4972;9;4;40
76361;4973;18;63;53
76380;4974;12;40;47
76399;4974;14;8;71
76418;4976;8;86;96
76437;4979;4;59;25
76456;4980;2;5;26
76475;4982;7;42;76
76494;4982;10;42;16
76513;4983;-1;66;72
76532;4983;11;99;17
76551;4984;13;87;90
76570;4984;15;3;8
76589;4985;1;71;52
76608;4987;3;17;55
76627;4988;16;32;89
76646;4989;6;78;15
76665;4990;0;65;54
76684;4990;17;17;41
76703;4991;5;31;25
76722;4992;9;4;40
76741;4993;18;63;53
76760;4994;12;40;47
76779;4994;14;8;71
76798;4996;8;86;96
76817;4999;4;59;25
76836;5000;2;5;26
76855;5002;7;42;76
76874;5002;10;42;16
76893;5003;-1;66;72
76912;5003;11;99;17
76931;5004;13;87;90
76950;5004;15;3;8
76969;5005;1;71;52
76988;5007;3;17;55
77007;5008;16;32;89
77026;5009;6;78;15
77045;5010;0;65;54
77064;5010;17;17;41
77083;5011;5;31;25
77102;5012;9;4;40
77121;5013;18;63;53
77140;5014;12;40;47
77159;5014;14;8;71
77178;5016;8;86;96
77197;5019;4;59;25
77216;5020;2;5;26
77235;5022;7;42;76
77254;5022;10;42;16
77273;5023;-1;66;72
77292;5023;11;99;17
77311;5024;13;87;90
77330;5024;15;3;8
77349;5025;1;71;52
77368;5027;3;17;55
77387;5028;16;32;89
77406;5029;6;78;15
77425;5030;0;65;54
77444;5030;17;17;41
77463;5031;5;31;25
77482;5032;9;4;40
77501;5033;18;63;53
77520;5034;12;40;47
77539;5034;14;8;71
77558;5036;8;86;96
77577;5039;4;59;25
77596;5040;2;5;26
77615;5042;7;42;76
77634;5042;10;42;16
77653;5043;-1;66;72
77672;5043;11;99;17
77691;5044;13;87;90
77710;5044;15;3;8
77729;5045;1;71;52
77748;5047;3;17;55
77767;5048;16;32;89
77786;5049;6;78;15
77805;5050;0;65;54
77824;5050;17;17;41
77843;5051;5;31;25
77862;5052;9;4;40
77881;5053;18;63;53
77900;5054;12;40;47
77919;5054;14;8;71
77938;5056;8;86;96
77957;5059;4;59;25
77976;5060;2;5;26
77995;5062;7;42;76
78014;5062;10;42;16
78033;5063;-1;66;72
78052;5063;11;99;17
78071;5064;13;87;90
78090;5064;15;3;8
78109;5065;1;71;52
78128;5067;3;17;55
78147;5068;16;32;89
78166;5069;6;78;15
78185;5070;0;65;54
78204;5070;17;17;41
78223;5071;5;31;25
78242;5072;9;4;40
78261;5073;18;63;53
78280;5074;12;40;47
78299;5074;14;8;71
78318;5076;8;86;96
78337;5079;4;59;25
78356;5080;2;5;26
78375;5082;7;42;76
78394;5082;10;42;16
78413;5083;-1;66;72
78432;5083;11;99;17
78451;5084;13;87;90
78470;5084;15;3;8
78489;5085;1;71;52
78508;5087;3;17;55
78527;5088;16;32;89
78546;5089;6;78;15
78565;5090;0;65;54
78584;5090;17;17;41
78603;5091;5;31;25
78622;5092;9;4;40
78641;5093;18;63;53
78660;5094;12;40;47
78679;5094;14;8;71
78698;5096;8;86;96
78717;5099;4;59;25
78736;5100;2;5;26
78755;5102;7;42;76
78774;5102;10;42;16
78793;5103;-1;66;72
78812;5103;11;99;17
78831;5104;13;87;90
78850;5104;15;3;8
78869;5105;1;71;52
78888;5107;3;17;55
78907;5108;16;32;89
78926;5109;6;78;15
78945;5110;0;65;54
78964;5110;17;17;41
78983;5111;5;31;25
79002;5112;9;4;40
79021;5113;18;63;53
79040;5114;12;40;47
79059;5114;14;8;71
79078;5116;8;86;96
79097;5119;4;59;25
79116;5120;2;5;26
79135;5122;7;42;76
79154;5122;10;42;16
79173;5123;-1;66;72
79192;5123;11;99;17
79211;5124;13;87;90
79230;5124;15;3;8
79249;5125;1;71;52
79268;5127;3;17;55
79287;5128;16;32;89
79306;5129;6;78;15
79325;5130;0;65;54
79344;5130;17;17;41
79363;5131;5;31;25
79382;5132;9;4;40
79401;5133;18;63;53
79420;5134;12;40;47
79439;5134;14;8;71
79458;5136;8;86;96
79477;5139;4;59;25
79496;5140;2;5;26
79515;5142;7;42;76
79534;5142;10;42;16
79553;5143;-1;66;72
79572;5143;11;99;17
79591;5144;13;87;90
79610;5144;15;3;8
79629;5145;1;71;52
79648;5147;3;17;55
79667;5148;16;32;89
79686;5149;6;78;15
79705;5150;0;65;54
79724;5150;17;17;41
79743;5151;5;31;25
79762;5152;9;4;40
79781;5153;18;63;53
79800;5154;12;40;47
79819;5154;14;8;71
79838;5156;8;86;96
79857;5159;4;59;25
79876;5160;2;5;26
79895;5162;7;42;76
79914;5162;10;42;16
79933;5163;-1;66;72
79952;5163;11;99;17
79971;5164;13;87;90
79990;5164;15;3;8
80009;5165;1;71;52
80028;5167;3;17;55
80047;5168;16;32;89
80066;5169;6;78;15
80085;5170;0;65;54
80104;5170;17;17;41
80123;5171;5;31;25
80142;5172;9;4;40
80161;5173;18;63;53
80180;5174;12;40;47
80199;5174;14;8;71
80218;5176;8;86;96
80237;5179;4;59;25
80256;5180;2;5;26
80275;5182;7;42;76
80294;5182;10;42;16
80313;5183;-1;66;72
80332;5183;11;99;17
80351;5184;13;87;90
80370;5184;15;3;8
80389;5185;1;71;52
80408;5187;3;17;55
80427;5188;16;32;89
80446;5189;6;78;15
80465;5190;0;65;54
80484;5190;17;17;41
80503;5191;5;31;25
80522;5192;9;4;40
80541;5193;18;63;53
80560;5194;12;40;47
80579;5194;14;8;71
80598;5196;8;86;96
80617;5199;4;59;25
80636;5200;2;5;26
80655;5202;7;42;76
80674;5202;10;42;16
80693;5203;-1;66;72
80712;5203;11;99;17
80731;5204;13;87;90
80750;5204;15;3;8
80769;5205;1;71;52
80788;5207;3;17;55
80807;5208;16;32;89
80826;5209;6;78;15
80845;5210;0;65;54
80864;5210;17;17;41
80883;5211;5;31;25
80902;5212;9;4;40
80921;5213;18;63;53
80940;5214;12;40;47
80959;5214;14;8;71
80978;5216;8;86;96
80997;5219;4;59;25
81016;5220;2;5;26
81035;5222;7;42;76
81054;5222;10;42;16
81073;5223;-1;66;72
81092;5223;11;99;17
81111;5224;13;87;90
81130;5224;15;3;8
81149;5225;1;71;52
81168;5227;3;17;55
81187;5228;16;32;89
81206;5229;6;78;15
81225;5230;0;65;54
81244;5230;17;17;41
81263;5231;5;31;25
81282;5232;9;4;40
81301;5233;18;63;53
81320;5234;12;40;47
81339;5234;14;8;71
81358;5236;8;86;96
81377;5239;4;59;25
81396;5240;2;5;26
81415;5242;7;42;76
81434;5242;10;42;16
81453;5243;-1;66;72
81472;5243;11;99;17
81491;5244;13;87;90
81510;5244;15;3;8
81529;5245;1;71;52
81548;5247;3;17;55
81567;5248;16;32;89
81586;5249;6;78;15
81605;5250;0;65;54
81624;5250;17;17;41
81643;5251;5;31;25
81662;5252;9;4;40
81681;5253;18;63;53
81700;5254;12;40;47
81719;5254;14;8;71
81738;5256;8;86;96
81757;5259;4;59;25
81776;5260;2;5;26
81795;5262;7;42;76
81814;5262;10;42;16
81833;5263;-1;66;72
81852;5263;11;99;17
81871;5264;13;87;90
81890;5264;15;3;8
81909;5265;1;71;52
81928;5267;3;17;55
81947;5268;16;32;89
81966;5269;6;78;15
81985;5270;0;65;54
82004;5270;17;17;41
82023;5271;5;31;25
82042;5272;9;4;40
82061;5273;18;63;53
82080;5274;12;40;47
82099;5274;14;8;71
82118;5276;8;86;96
82137;5279;4;59;25
82156;5280;2;5;26
82175;5281;9;4;40
82194;5282;7;42;76
82213;5282;10;42;16
82232;5283;-1;66;72
82251;5283;11;99;17
82270;5284;13;87;90
82289;5284;15;3;8
82308;5285;1;71;52
82327;5287;3;17;55
82346;5288;16;32;89
82365;5289;6;78;15
82384;5290;0;65;54
82403;5290;17;17;41
82422;5291;5;31;25
82441;5293;18;63;53
82460;5294;12;40;47
82479;5294;14;8;71
82498;5296;8;86;96
82517;5299;4;59;25
82536;5300;2;5;26
82555;5301;9;4;40
82574;5302;7;42;76
82593;5302;10;42;16
82612;5303;-1;66;72
82631;5303;11;99;17
82650;5304;13;87;90
82669;5304;15;3;8
82688;5305;1;71;52
82707;5307;3;17;55
82726;5308;16;32;89
82745;5309;6;78;15
82764;5310;0;65;54
82783;5310;17;17;41
82802;5311;5;31;25
82821;5313;18;63;53
82840;5314;12;40;47
82859;5314;14;8;71
82878;5316;8;86;96
82897;5319;4;59;25
82916;5320;2;5;26
82935;5321;9;4;40
82954;5322;7;42;76
82973;5322;10;42;16
82992;5323;-1;66;72
83011;5323;11;99;17
83030;5324;13;87;90
83049;5324;15;3;8
83068;5325;1;71;52
83087;5327;3;17;55
83106;5328;16;32;89
83125;5329;6;78;15
83144;5330;0;65;54
83163;5330;17;17;41
83182;5331;5;31;25
83201;5333;18;63;53
83220;5334;12;40;47
83239;5334;14;8;71
83258;5336;8;86;96
83277;5339;4;59;25
83296;5340;2;5;26
83315;5341;9;4;40
83334;5341;14;8;71
83353;5342;7;42;76
83372;5342;10;42;16
83391;5343;-1;66;72
83410;5343;11;99;17
83429;5344;13;87;90
83448;5344;15;3;8
83467;5345;1;71;52
83486;5347;3;17;55
83505;5348;16;32;89
83524;5349;6;78;15
83543;5350;0;65;54
83562;5350;17;17;41
83581;5351;5;31;25
83600;5353;18;63;53
83619;5354;12;40;47
83638;5356;8;86;96
83657;5359;4;59;25
83676;5360;2;5;26
83695;5361;9;4;40
83714;5361;14;8;71
83733;5362;7;42;76
83752;5362;10;42;16
83771;5363;-1;66;72
83790;5363;11;99;17
83809;5364;13;87;90
83828;5364;15;3;8
83847;5365;1;71;52
83866;5367;3;17;55
83885;5368;16;32;89
83904;5369;6;78;15
83923;5370;0;65;54
